Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Target,Is_Mature_Student,First_Generation_Student,Financial_Risk_Flag,Pass_Rate_1st_Sem,Pass_Rate_2nd_Sem,Evaluation_Load_Ratio_1st_Sem,Evaluation_Load_Ratio_2nd_Sem
Single,General Contingent,0.9684140695650034,"Business, Management & Hospitality",Daytime,Basic/Secondary,-0.577341738619352,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.4749963027322748,No,Yes,Yes,Male,No,-0.562167955812708,No,0,5,8,5,11.2,0,0,5,10,4,10.75,3,Dropout,0,1,1,1.0,0.8,1.6,2.0
Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,2.0768193183416446,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-1.863082958468955,No,No,Yes,Male,No,0.3604679684868276,No,0,6,7,6,12.0,0,0,6,8,5,10.8,0,Enrolled,1,1,0,1.0,0.8333333333333334,1.1666666666666667,1.3333333333333333
Single,General Contingent,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,1.166821241669303,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,0.4849243198915993,No,No,Yes,Male,No,-0.6939730878554988,No,0,5,9,0,0.0,0,0,5,5,0,0.0,0,Enrolled,0,1,0,0.0,0.0,1.8,1.0
Single,General Contingent,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,1.3184875877813598,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Clerical/Service,0.2639353995753126,No,No,Yes,Male,No,0.09685770440124603,No,0,7,8,7,11.975,0,0,8,8,8,13.75,0,Graduate,1,1,0,1.0,1.0,1.1428571428571428,1.0
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.6359890302771035,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,0.6092305875695118,Yes,No,Yes,Male,No,-0.562167955812708,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Dropout,0,1,0,0.0,0.0,0.0,0.0
Single,General Contingent,1.7296549799693344,"Business, Management & Hospitality",Daytime,Basic/Secondary,-1.1081739500115513,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,-1.0550922185625287,Yes,No,Yes,Male,No,-0.6939730878554988,No,0,6,12,3,11.666666666666666,0,0,6,12,1,12.0,0,Dropout,0,1,0,0.5,0.16666666666666666,2.0,2.0
Single,General Contingent,0.2071731591606723,Social & Humanities,Daytime,Basic/Secondary,0.7118222033331321,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.40895937853287584,Yes,No,Yes,Male,No,-0.6939730878554988,No,0,6,8,6,12.333333333333334,0,0,6,11,3,12.333333333333334,0,Graduate,0,1,0,1.0,0.5,1.3333333333333333,1.8333333333333333
Single,General Contingent,0.9684140695650034,"Business, Management & Hospitality",Daytime,Basic/Secondary,-0.9565076038994943,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,-0.7926678756869375,Yes,Yes,Yes,Male,No,-0.6939730878554988,No,0,5,8,3,10.333333333333334,0,0,5,11,3,10.857142857142858,0,Dropout,0,1,1,0.6,0.6,1.6,2.2
Single,General Contingent,1.7296549799693344,"Business, Management & Hospitality",Daytime,Basic/Secondary,-2.0181720266838927,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-1.448728732875916,Yes,No,Yes,Male,Yes,-0.2985576917271264,No,0,6,8,4,10.5,0,0,6,11,1,11.0,0,Dropout,0,1,0,0.6666666666666666,0.16666666666666666,1.3333333333333333,1.8333333333333333
Single,General Contingent,1.7296549799693344,Social & Humanities,Daytime,Basic/Secondary,-0.8806744308434659,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.4611844952125066,Yes,Yes,Yes,Male,Yes,-0.562167955812708,No,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,Graduate,0,1,1,1.0,1.0,1.0,1.0
Single,General Contingent,1.7296549799693344,Health Sciences,Daytime,Basic/Secondary,1.3184875877813598,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.2639353995753126,No,No,Yes,Male,Yes,-0.16675255968433558,No,0,7,7,7,14.842857142857142,0,0,8,9,8,15.055555555555555,0,Graduate,0,1,0,1.0,1.0,1.0,1.125
Not Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Evening,Basic/Secondary,-0.9565076038994943,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.6890793192886778,No,No,Yes,Male,No,1.2831038927863632,No,0,6,8,6,12.0,0,0,6,6,6,11.666666666666666,0,Graduate,1,1,0,1.0,1.0,1.3333333333333333,1.0
Single,General Contingent,3.2521368007779965,Social & Humanities,Daytime,Basic/Secondary,-1.4115066422356652,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-1.1586807749607886,Yes,No,Yes,Male,No,-0.4303628237699172,No,0,6,8,5,12.2,0,0,6,7,5,12.2,0,Dropout,0,1,0,0.8333333333333334,0.8333333333333334,1.3333333333333333,1.1666666666666667
Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Evening,Higher Education,0.5601558572210751,Higher Education,Higher Education,Professional/Managerial,Professional/Managerial,1.9835054357864228,Yes,No,Yes,Male,No,1.546714156871945,No,0,1,1,0,0.0,1,0,5,0,0,0.0,0,Dropout,1,0,0,0.0,0.0,1.0,0.0
Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Higher Education,2.0768193183416446,Higher Education,Higher Education,Clerical/Service,Professional/Managerial,3.689263664477768,No,Yes,Yes,Male,No,0.09685770440124603,No,6,12,17,6,12.166666666666666,0,7,12,14,10,13.3,0,Dropout,1,0,1,0.5,0.8333333333333334,1.4166666666666667,1.1666666666666667
Single,General Contingent,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,-0.9565076038994943,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,-0.10207749969853928,No,No,Yes,Male,No,-0.6939730878554988,No,0,5,6,5,12.0,0,0,5,8,3,11.333333333333334,0,Enrolled,0,1,0,1.0,0.6,1.2,1.6
Not Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Evening,Basic/Secondary,-0.19817587333920963,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-1.1724925824805565,Yes,No,Yes,Female,No,1.2831038927863632,No,0,6,7,6,11.0,0,0,6,11,5,11.0,0,Graduate,1,1,0,1.0,0.8333333333333334,1.1666666666666667,1.8333333333333333
Single,Special/Non-Traditional,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,2.0768193183416446,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,2.349518335060275,Yes,No,Yes,Female,Yes,-0.16675255968433558,No,0,8,8,7,13.08,0,0,8,8,7,13.08,0,Graduate,0,1,0,0.875,0.875,1.0,1.0
Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,-0.9565076038994943,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,-1.863082958468955,No,No,Yes,Female,Yes,0.22866283644403682,No,0,5,7,4,10.5,0,0,5,7,5,11.6,0,Graduate,1,1,0,0.8,1.0,1.4,1.4
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,-0.6531749116753804,Basic/Secondary,Basic/Secondary,Clerical/Service,Student,-0.6476438967293743,Yes,No,Yes,Male,No,-0.4303628237699172,No,0,6,9,6,10.666666666666666,1,0,6,6,5,11.2,0,Graduate,0,1,0,1.0,0.8333333333333334,1.5,1.0
Single,General Contingent,3.2521368007779965,"Business, Management & Hospitality",Daytime,Basic/Secondary,0.7876553763891605,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.1189114206177474,Yes,No,Yes,Male,No,-0.034947427641544786,No,0,5,6,4,14.0,0,0,5,5,5,13.8,0,Enrolled,0,1,0,0.8,1.0,1.2,1.0
Single,Special/Non-Traditional,0.2071731591606723,STEM,Daytime,Basic/Secondary,-1.3356734691796368,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-1.0205626997631088,Yes,Yes,Yes,Male,No,-0.6939730878554988,No,0,5,9,2,10.0,0,0,5,9,0,0.0,0,Enrolled,0,1,1,0.4,0.0,1.8,1.8
Single,Special/Non-Traditional,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,-1.8078357283898834,No,No,Yes,Male,No,0.09685770440124603,No,0,7,18,0,0.0,0,0,7,7,0,0.0,0,Dropout,1,1,0,0.0,0.0,2.5714285714285716,1.0
Single,General Contingent,0.2071731591606723,Social & Humanities,Daytime,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-1.5177877704747558,Yes,No,No,Female,No,-0.2985576917271264,Yes,0,6,6,6,14.0,0,0,6,6,6,13.5,0,Graduate,0,1,1,1.0,1.0,1.0,1.0
Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,-1.863082958468955,No,No,Yes,Female,No,0.3604679684868276,Yes,0,6,7,2,12.0,1,0,6,6,0,0.0,0,Dropout,1,1,0,0.3333333333333333,0.0,1.1666666666666667,1.0
Not Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Student,Student,-0.7926678756869375,No,No,Yes,Female,No,2.073934685043108,No,0,6,12,3,12.666666666666666,0,0,6,14,0,0.0,1,Dropout,1,1,0,0.5,0.0,2.0,2.3333333333333335
Not Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Evening,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.8962564320851973,No,No,Yes,Female,No,2.732960345257062,No,2,8,11,8,11.875,0,0,6,7,6,12.333333333333334,0,Graduate,1,1,0,1.0,1.0,1.375,1.1666666666666667
Single,Special/Non-Traditional,-0.5540677512436588,STEM,Daytime,Basic/Secondary,-0.19817587333920963,Basic/Secondary,Higher Education,Blue-Collar & Skilled Trades,Professional/Managerial,0.6921014326881187,Yes,No,Yes,Male,No,-0.562167955812708,Yes,0,5,9,5,14.0,0,0,5,11,3,13.25,0,Enrolled,0,0,0,1.0,0.6,1.8,2.2
Single,General Contingent,2.4908958903736655,Social & Humanities,Daytime,Basic/Secondary,0.18098999194093274,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,-0.1435129222578428,Yes,No,Yes,Female,No,-0.6939730878554988,No,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,Graduate,0,1,0,1.0,1.0,1.0,1.0
Single,General Contingent,2.4908958903736655,Health Sciences,Daytime,Basic/Secondary,-0.04650952722715268,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.4611844952125066,Yes,No,Yes,Female,Yes,-0.6939730878554988,No,0,7,7,7,13.75,0,0,8,9,8,14.47777777777778,0,Graduate,0,1,0,1.0,1.0,1.0,1.125
Single,General Contingent,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,0.18098999194093274,Basic/Secondary,Higher Education,Blue-Collar & Skilled Trades,Professional/Managerial,0.5056420311712521,Yes,No,Yes,Female,No,-0.562167955812708,No,0,5,7,5,14.2,2,0,5,7,5,13.8,0,Enrolled,0,0,0,1.0,1.0,1.4,1.4
Single,General Contingent,1.7296549799693344,Health Sciences,Daytime,Basic/Secondary,-1.3356734691796368,Higher Education,Higher Education,Professional/Managerial,Professional/Managerial,-1.0689040260822968,Yes,Yes,No,Female,No,-0.562167955812708,No,0,7,10,4,11.96,0,0,7,7,0,0.0,0,Dropout,0,0,1,0.5714285714285714,0.0,1.4285714285714286,1.0
Single,Other Special,-0.5540677512436588,Health Sciences,Daytime,Vocational/Technical,-0.19817587333920963,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.12581732437763296,No,No,Yes,Female,No,-0.2985576917271264,No,7,10,12,8,12.875,0,4,9,14,5,13.4,0,Dropout,0,1,0,0.8,0.5555555555555556,1.2,1.5555555555555556
Single,General Contingent,1.7296549799693344,Social & Humanities,Daytime,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-1.1724925824805565,Yes,No,Yes,Female,No,-0.4303628237699172,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduate,0,1,0,0.0,0.0,0.0,0.0
Not Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Evening,Basic/Secondary,-0.19817587333920963,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Clerical/Service,-0.9307859508846172,Yes,No,Yes,Female,No,1.6785192889147356,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout,1,1,0,0.0,0.0,0.0,0.0
Not Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Vocational/Technical,0.03690696313447821,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,2.280459297461435,No,No,Yes,Female,No,2.6011552132142715,No,13,18,19,18,14.63157894736842,0,10,13,14,13,14.23076923076923,1,Graduate,1,1,0,1.0,1.0,1.0555555555555556,1.0769230769230769
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,-0.7290080847314089,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.6614557042491415,Yes,No,Yes,Female,No,-0.562167955812708,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout,0,1,0,0.0,0.0,0.0,0.0
Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,-0.19817587333920963,Higher Education,Basic/Secondary,Professional/Managerial,Blue-Collar & Skilled Trades,-0.32997232377471053,No,Yes,Yes,Female,No,-0.4303628237699172,No,4,10,12,10,13.0,0,5,11,11,11,12.272727272727272,0,Graduate,0,0,1,1.0,1.0,1.2,1.0
Single,General Contingent,0.2071731591606723,Social & Humanities,Daytime,Basic/Secondary,-0.8048412577874374,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,-0.6062084741700698,Yes,No,Yes,Female,No,-0.562167955812708,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout,0,1,0,0.0,0.0,0.0,0.0
Single,General Contingent,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,-1.4873398152916937,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,-1.4003874065567279,Yes,No,Yes,Female,No,-0.4303628237699172,No,0,6,15,4,14.2,0,0,6,17,4,13.25,0,Dropout,0,1,0,0.6666666666666666,0.6666666666666666,2.5,2.8333333333333335
Single,General Contingent,2.4908958903736655,Health Sciences,Daytime,Basic/Secondary,-1.6390061614037505,Higher Education,Higher Education,Clerical/Service,Professional/Managerial,-1.2967988501584682,Yes,No,Yes,Female,No,-0.4303628237699172,No,2,7,9,6,13.266666666666666,0,0,7,10,5,12.3,0,Dropout,0,0,0,0.8571428571428571,0.7142857142857143,1.2857142857142858,1.4285714285714286
Single,General Contingent,0.2071731591606723,Social & Humanities,Daytime,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Professional/Managerial,-1.3796696952770762,Yes,No,Yes,Female,No,-0.4303628237699172,No,0,7,12,6,11.666666666666666,0,0,7,10,3,13.0,0,Enrolled,0,1,0,0.8571428571428571,0.42857142857142855,1.7142857142857142,1.4285714285714286
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.7118222033331321,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.6299482988491625,Yes,No,Yes,Female,No,-0.6939730878554988,No,0,6,8,6,13.857142857142858,0,0,6,6,6,15.0,0,Graduate,0,1,0,1.0,1.0,1.3333333333333333,1.0
Single,General Contingent,0.2071731591606723,"Business, Management & Hospitality",Daytime,Basic/Secondary,-0.7290080847314089,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,-0.8064796832067057,Yes,No,Yes,Female,Yes,-0.6939730878554988,No,0,5,9,3,13.0,0,0,5,11,3,11.0,0,Enrolled,0,1,0,0.6,0.6,1.8,2.2
Single,General Contingent,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,-0.12234270028318116,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.8854667379648711,Yes,No,Yes,Female,No,-0.562167955812708,No,0,5,6,5,13.4,0,0,5,5,5,12.8,0,Graduate,0,1,0,1.0,1.0,1.2,1.0
Single,General Contingent,0.9684140695650034,Social & Humanities,Daytime,Basic/Secondary,1.9251529722295875,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,2.073282184664915,Yes,No,Yes,Female,No,-0.6939730878554988,No,0,6,6,6,12.666666666666666,0,0,6,7,6,12.571428571428571,0,Graduate,0,1,0,1.0,1.0,1.0,1.1666666666666667
Single,General Contingent,0.2071731591606723,Health Sciences,Daytime,Basic/Secondary,-0.8048412577874374,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.2777472070950798,Yes,No,Yes,Female,No,-0.6939730878554988,No,0,7,7,6,12.516666666666666,1,0,7,7,6,12.516666666666666,1,Dropout,0,1,0,0.8571428571428571,0.8571428571428571,1.0,1.0
Single,Special/Non-Traditional,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,-0.19817587333920963,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Clerical/Service,-1.863082958468955,No,No,Yes,Female,No,-0.4303628237699172,No,0,7,11,6,11.616666666666667,0,0,7,7,7,13.0,0,Enrolled,0,1,0,0.8571428571428571,1.0,1.5714285714285714,1.0
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,1.6218202800054737,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.9269021605241746,Yes,No,Yes,Female,Yes,-0.4303628237699172,No,0,6,13,2,10.0,0,0,6,12,4,10.75,0,Enrolled,0,1,0,0.3333333333333333,0.6666666666666666,2.1666666666666665,2.0
Single,General Contingent,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,-0.9565076038994943,Basic/Secondary,Basic/Secondary,Professional/Managerial,Professional/Managerial,-0.9376918546445008,No,No,Yes,Female,No,-0.4303628237699172,No,0,5,11,3,10.333333333333334,0,0,5,10,3,10.666666666666666,0,Enrolled,0,1,0,0.6,0.6,2.2,2.0
Single,General Contingent,0.2071731591606723,Health Sciences,Daytime,Basic/Secondary,0.5601558572210751,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.6921014326881187,No,No,Yes,Female,No,-0.6939730878554988,No,0,5,12,5,13.142857142857142,2,0,5,6,5,11.4,0,Graduate,0,1,0,1.0,1.0,2.4,1.2
Single,General Contingent,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,-0.425675392507295,Higher Education,Basic/Secondary,Clerical/Service,Clerical/Service,-0.35759593881424684,No,No,Yes,Female,No,-0.6939730878554988,No,0,5,5,5,12.6,0,0,5,5,5,14.0,0,Graduate,0,0,0,1.0,1.0,1.0,1.0
Single,General Contingent,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,0.2777472070950798,Yes,No,Yes,Female,No,-0.2985576917271264,No,0,6,12,3,11.0,0,0,6,12,2,11.0,0,Dropout,0,1,0,0.5,0.3333333333333333,2.0,2.0
Single,General Contingent,0.2071731591606723,"Business, Management & Hospitality",Daytime,Basic/Secondary,-0.9565076038994943,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.5785848591305345,Yes,No,Yes,Female,No,-0.562167955812708,No,0,5,8,5,10.8,0,0,5,9,4,11.25,2,Graduate,0,1,0,1.0,0.8,1.6,1.8
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.33265633805298966,Higher Education,Basic/Secondary,Professional/Managerial,Blue-Collar & Skilled Trades,-0.32306642001482694,No,No,Yes,Female,No,-0.562167955812708,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Dropout,0,0,0,0.0,0.0,0.0,0.0
Single,General Contingent,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,-0.12234270028318116,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.06366419053867671,No,No,Yes,Female,Yes,-0.562167955812708,No,0,5,5,5,12.8,0,0,5,5,5,14.2,0,Graduate,0,1,0,1.0,1.0,1.0,1.0
Single,General Contingent,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,-0.19817587333920963,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,-0.39212545761366674,Yes,No,Yes,Female,No,-0.562167955812708,No,0,6,15,6,14.166666666666666,0,0,6,13,6,12.2,0,Graduate,0,1,0,1.0,1.0,2.5,2.1666666666666665
Single,General Contingent,3.2521368007779965,Health Sciences,Daytime,Basic/Secondary,-0.8048412577874374,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,-0.6821734155287943,Yes,No,Yes,Female,No,-0.562167955812708,No,0,7,12,5,12.1,0,0,7,0,0,0.0,0,Dropout,0,1,0,0.7142857142857143,0.0,1.7142857142857142,0.0
Single,Other Special,-0.5540677512436588,Health Sciences,Daytime,Vocational/Technical,2.0768193183416446,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,2.280459297461435,Yes,No,Yes,Female,No,-0.4303628237699172,No,1,6,7,6,14.166666666666666,0,1,6,17,5,13.77777777777778,0,Graduate,0,1,0,1.0,0.8333333333333334,1.1666666666666667,2.8333333333333335
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,1.015154895557246,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Professional/Managerial,1.2652914447584902,Yes,No,Yes,Female,Yes,-0.6939730878554988,No,0,6,8,5,12.8,0,0,6,7,5,13.4,0,Enrolled,0,1,0,0.8333333333333334,0.8333333333333334,1.3333333333333333,1.1666666666666667
